NUTF0011PPPFEE  072200000901000000065916123CAMS00   000000000000000000000000000001000000137163110700003683114572023010900000000000000+0000000000000000000000000000000000000000000000000INSTANDHOUDINGSGELDE                                        0000000000000000000000000000000000000005002049486900000000 051095160003570000f54391b5-7071-425c-8889-1d5dec707792                                    dd3858bf-de09-5f16-998f-382ecd6026a920230107110847051503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        3570000094ZB000000000000000000                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371631107                                                                                                                                   
NUTF0011PPPFEE  072200000901000000066916123CAMS00   000000000000000000000000000001000000137163265000003683114052023010900000000000000+0000000003000000000000000000000000000000000000000SASWITCH FEE                                                0000000000000000000000101100000000000001202049486900000000 0510951600014201024be0a04d-1b33-432c-a921-25690181ba99                                    07e41bca-1e10-5ab7-9181-40e2fc9882f320230107110847061503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        1420102041IB000000000000000391                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371632650                                                                                                                                   
NUTF0011PPPFEE  072200000901000000067916123CAMS00   000000000000000000000000000009000000900072250000003683263012023010900000000000000+0000000002609000000000000000000000000000000000000SASWITCH FEE                                      13716326500000000000000000000000101100000000000001202049486900000000 0510951600014201022a165960-116f-49a2-848f-e46ad969f4ea                                    07e41bca-1e10-5ab7-9181-40e2fc9882f320230107110847061503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        1420102041IB000000000000000000                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371632650                                                                                                                                   
NUTF0011PPPFEE  072200000901000000068916123CAMS00   000000000000000000000000000009000000900017400000003683263012023010900000000000000+0000000000391000000000000000000000000000000000000SASWITCH FEE                                      13716326500000000000000000000000101100000000000001202049486900000000 051095160001420102492e59ad-0edf-40ab-ae9c-7e9d2bc184e9                                    07e41bca-1e10-5ab7-9181-40e2fc9882f320230107110847061503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        1420102041IB000000000000000000                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371632650                                                                                                                                   
NUTF0011PPPFEE  072200000901000000069916123CAMS00   000000000000000000000000000001000000137182378200003683114572023010900000000000000+0000000000000000000000000000000000000000000000000MAINTENANCE FEE                                             0000000000000000000000000000000000000005002049486900000000 051095160003570000ab25940f-c576-499f-ad17-bcc4c07ed363                                    1e983a6e-5f6e-5f1e-a790-c2fef5004d2620230107110847061503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        3570000094ZB000000000000000000                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371823782                                                                                                                                   
NUTF0011PPPFEE  072200000901000000070916123CAMS00   000000000000000000000000000001000000137182339100003683114572023010900000000000000+0000000000000000000000000000000000000000000000000MAINTENANCE FEE                                             0000000000000000000000000000000000000005002049486900000000 051095160003570000f6dce659-4b4a-4919-9508-e6271cbe5853                                    d1e728e8-8c9f-54b9-9649-4159381db05920230107110847161503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        3570000094ZB000000000000000000                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371823391                                                                                                                                   
NUTF0011PPPFEE  072200000901000000071916123CAMS00   000000000000000000000000000001000000137163110700003683114052023010900000000000000+0000000006000000000000000000000000000000000000000SASWITCH KOSTE                                              0000000000000000000000447100000000000001202049486900000000 051095160001420102a60389dc-8479-4411-ac30-376db4c4bc2f                                    00cb7ec4-4732-5685-855e-b3311988fde520230107110847161503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        1420102041IB000000000000000783                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371631107                                                                                                                                   
NUTF0011PPPFEE  072200000901000000072916123CAMS00   000000000000000000000000000009000000900072250000003683263012023010900000000000000+0000000005217000000000000000000000000000000000000SASWITCH FEE                                      13716311070000000000000000000000447100000000000001202049486900000000 051095160001420102e8a028ed-961a-4b7e-a7b6-4a9b525534d6                                    00cb7ec4-4732-5685-855e-b3311988fde520230107110847161503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        1420102041IB000000000000000000                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371631107                                                                                                                                   
NUTF0011PPPFEE  072200000901000000073916123CAMS00   000000000000000000000000000009000000900017400000003683263012023010900000000000000+0000000000783000000000000000000000000000000000000SASWITCH FEE                                      13716311070000000000000000000000447100000000000001202049486900000000 051095160001420102785047a0-f36d-44a3-b70f-0efa6eba70af                                    00cb7ec4-4732-5685-855e-b3311988fde520230107110847161503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        1420102041IB000000000000000000                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371631107                                                                                                                                   
NUTF0011PPPFEE  09600000090100000007711443H2H       000000000000000000000000000001000000137162849100003683114352023010900000000000000+0000000000000000000000000000000000000000000000000CASH TRANSACTION FEE                                        0000000000000000000000359400000000000000412000000002181280 00887111000135100163870ef3-9d7d-4c98-81f2-2d70afe283b2                                    e174bc06-f2a0-5071-9597-d4796a6ef82720230107110847171503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        1351001057ZB000000000000000000                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371628491                                                                                                                                   
