NUTF0011PPPFEE  072200000901000000074916123CAMS00   000000000000000000000000000001000000137163085200003683114052023010900000000000000+0000000002000000000000000000000000000000000000000SASWITCH FEE                                                0000000000000000000000099800000000000001202049486900000000 05109516000142010269175f11-9ddc-49f5-b0d2-5f7b5ac9e2c4                                    78186388-4ace-54c2-ab35-b0d2112bd16e20230107110847161503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        1420102041IB000000000000000261                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371630852                                                                                                                                   
NUTF0011PPPFEE  072200000901000000075916123CAMS00   000000000000000000000000000009000000900072250000003683263012023010900000000000000+0000000001739000000000000000000000000000000000000SASWITCH FEE                                      13716308520000000000000000000000099800000000000001202049486900000000 0510951600014201027e7e1990-1952-4d68-a8af-ee6cf2b3672b                                    78186388-4ace-54c2-ab35-b0d2112bd16e20230107110847161503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        1420102041IB000000000000000000                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371630852                                                                                                                                   
NUTF0011PPPFEE  072200000901000000076916123CAMS00   000000000000000000000000000009000000900017400000003683263012023010900000000000000+0000000000261000000000000000000000000000000000000SASWITCH FEE                                      13716308520000000000000000000000099800000000000001202049486900000000 05109516000142010224551246-3ce9-4955-8672-5a68fc0eee70                                    78186388-4ace-54c2-ab35-b0d2112bd16e20230107110847161503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        1420102041IB000000000000000000                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371630852                                                                                                                                   
NUTF0011PPPFEE  09600000090100000007811443H2H       000000000000000000000000000001000000137162849100003683114352023010900000000000000+0000000020000000000000000000000000000000000000000BR CASH R3594.0FEE                                          0000000000000000000000359400000000000000412000000002181280 008871110001351001c7239d80-1d87-4ef8-9e0b-0ab1b43904de                                    e174bc06-f2a0-5071-9597-d4796a6ef82720230107110847171503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        1351001057IB000000000000002609                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371628491                                                                                                                                   
NUTF0011PPPFEE  09600000090100000007911443H2H       000000000000000000000000000009000000900061250000003683263012023010900000000000000+0000000017391000000000000000000000000000000000000CASH DEPOSIT                                      13716284910000000000000000000000359400000000000000412000000002181280 00887111000135100155795b1b-b3d3-4a8d-8289-00fe3a7d3ca0                                    e174bc06-f2a0-5071-9597-d4796a6ef82720230107110847171503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        1351001057IB000000000000000000                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371628491                                                                                                                                   
NUTF0011PPPFEE  09600000090100000008011443H2H       000000000000000000000000000009000000900017400000003683263012023010900000000000000+0000000002609000000000000000000000000000000000000CASH DEPOSIT                                      13716284910000000000000000000000359400000000000000412000000002181280 00887111000135100130452a37-0ee8-49bb-94b0-22b5de5516e9                                    e174bc06-f2a0-5071-9597-d4796a6ef82720230107110847171503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        1351001057IB000000000000000000                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371628491                                                                                                                                   
NUTF0011PPPFEE  072200000901000000081916123CAMS00   000000000000000000000000000001000000137162893900003683114572023010900000000000000+0000000005000000000000000000000000000000000000000COUNTER WITHDRAWAL FEE                                      0000000000000000000000054800000000000000402017703400000001 057187970001451001501caa82-4406-46da-9cf2-d9c6a5108205                                    e5108d4d-d11b-567d-86bc-f7ffefc10d3620230107110847181503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        1451001011IB000000000000000652                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371628939                                                                                                                                   
NUTF0011PPPFEE  072200000901000000082916123CAMS00   000000000000000000000000000009000000900061250000003683263012023010900000000000000+0000000004348000000000000000000000000000000000000CASH WITHDRAWAL                                   13716289390000000000000000000000054800000000000000402017703400000001 0571879700014510018019ed76-4db4-4088-a260-7ecd569bf254                                    e5108d4d-d11b-567d-86bc-f7ffefc10d3620230107110847181503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        1451001011IB000000000000000000                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371628939                                                                                                                                   
NUTF0011PPPFEE  072200000901000000083916123CAMS00   000000000000000000000000000009000000900017400000003683263012023010900000000000000+0000000000652000000000000000000000000000000000000CASH WITHDRAWAL                                   13716289390000000000000000000000054800000000000000402017703400000001 057187970001451001248232db-3bf2-40a5-926e-b97c02cb8975                                    e5108d4d-d11b-567d-86bc-f7ffefc10d3620230107110847181503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        1451001011IB000000000000000000                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371628939                                                                                                                                   
NUTF0011PPPFEE  072200000901000000084916123CAMS00   000000000000000000000000000001000000137163129800003683114572023010900000000000000+0000000000000000000000000000000000000000000000000MAINTENANCE FEE                                             0000000000000000000000000000000000000005002049486900000000 051095160003570000487712d9-2f3f-4e87-94e7-2af1143379cf                                    aac3bea2-3263-5fd0-8b67-d161fc05915d20230107110847221503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        3570000094ZB000000000000000000                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371631298                                                                                                                                   
NUTF0011PPPFEE  072200000901000000085916123CAMS00   000000000000000000000000000001000000137182378200003683114052023010900000000000000+0000000002000000000000000000000000000000000000000SASWITCH FEE                                                0000000000000000000000100000000000000001202049486900000000 0510951600014201026bc40ef3-ef13-41cd-90a7-b90eaf99b74c                                    d9a70cb2-a53b-5e24-b3ce-443e44915f6620230107110847231503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        1420102041IB000000000000000261                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371823782                                                                                                                                   
NUTF0011PPPFEE  072200000901000000086916123CAMS00   000000000000000000000000000009000000900072250000003683263012023010900000000000000+0000000001739000000000000000000000000000000000000SASWITCH FEE                                      13718237820000000000000000000000100000000000000001202049486900000000 051095160001420102a0f6f452-2071-40d0-a0b2-1594adcc3c18                                    d9a70cb2-a53b-5e24-b3ce-443e44915f6620230107110847231503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        1420102041IB000000000000000000                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371823782                                                                                                                                   
NUTF0011PPPFEE  072200000901000000087916123CAMS00   000000000000000000000000000009000000900017400000003683263012023010900000000000000+0000000000261000000000000000000000000000000000000SASWITCH FEE                                      13718237820000000000000000000000100000000000000001202049486900000000 051095160001420102ebc2eb36-6d57-41bc-b3bd-c46b54b5eae2                                    d9a70cb2-a53b-5e24-b3ce-443e44915f6620230107110847231503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        1420102041IB000000000000000000                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371823782                                                                                                                                   
NUTF0011PPPFEE  072200000901000000088916123CAMS00   000000000000000000000000000001000000137163265000003683114052023010900000000000000+0000000002000000000000000000000000000000000000000SASWITCH FEE                                                0000000000000000000000013900000000000001202049486900000000 051095160001420102add17010-4eb3-46c2-bf13-0e0275e4f77e                                    fc1d1ab9-6942-5824-ad13-797289b5129020230107110847251503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        1420102041IB000000000000000261                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371632650                                                                                                                                   
NUTF0011PPPFEE  072200000901000000089916123CAMS00   000000000000000000000000000009000000900072250000003683263012023010900000000000000+0000000001739000000000000000000000000000000000000SASWITCH FEE                                      13716326500000000000000000000000013900000000000001202049486900000000 05109516000142010246003b97-dd97-41e0-8d88-4685b966e1bc                                    fc1d1ab9-6942-5824-ad13-797289b5129020230107110847251503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        1420102041IB000000000000000000                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371632650                                                                                                                                   
NUTF0011PPPFEE  072200000901000000091916123CAMS00   000000000000000000000000000001000000137182464900003683114572023010900000000000000+0000000009900000000000000000000000000000000000000MAINTENANCE FEE                                             0000000000000000000000000000000000000005002049486900000000 051095160003570000bd393bad-d5cc-4d8c-a7e1-e32aa3cd6858                                    c55360e4-07eb-5fb3-a19b-4b94215162b020230107110847251503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        3570000094IB000000000000001291                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371824649                                                                                                                                   
NUTF0011PPPFEE  072200000901000000090916123CAMS00   000000000000000000000000000009000000900017400000003683263012023010900000000000000+0000000000261000000000000000000000000000000000000SASWITCH FEE                                      13716326500000000000000000000000013900000000000001202049486900000000 051095160001420102509e7bb3-c9d7-4cbd-9030-a6ba7de0d826                                    fc1d1ab9-6942-5824-ad13-797289b5129020230107110847251503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        1420102041IB000000000000000000                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371632650                                                                                                                                   
NUTF0011PPPFEE  072200000901000000092916123CAMS00   000000000000000000000000000009000000900079960000003683263012023010900000000000000+0000000008609000000000000000000000000000000000000MAINTENANCE FEE                                   13718246490000000000000000000000000000000000000005002049486900000000 0510951600035700003c039098-5b18-4281-97e1-209aad8107cd                                    c55360e4-07eb-5fb3-a19b-4b94215162b020230107110847251503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        3570000094IB000000000000000000                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371824649                                                                                                                                   
NUTF0011PPPFEE  072200000901000000093916123CAMS00   000000000000000000000000000009000000900017400000003683263012023010900000000000000+0000000001291000000000000000000000000000000000000MAINTENANCE FEE                                   13718246490000000000000000000000000000000000000005002049486900000000 05109516000357000051e01d08-6eaf-4280-8872-ab0983ef1261                                    c55360e4-07eb-5fb3-a19b-4b94215162b020230107110847251503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        3570000094IB000000000000000000                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371824649                                                                                                                                   
NUTF0011PPPFEE  072200000901000000094916123CAMS00   000000000000000000000000000001000000137163133600003683114572023010900000000000000+0000000000000000000000000000000000000000000000000eNote Service Fee 0SMS                                      0000000000000000000000000000000000000000602049486900000000 0510951600035900004009cecb-03d9-491f-b531-d9a257b0dfd5                                    f5503629-73a9-58de-8eae-c0b154cd534820230107110847261503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        3590000095ZB000000000000000000                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371631336                                                                                                                                   
NUTF0011PPPFEE  072200000901000000095916123CAMS00   000000000000000000000000000001000000137163091700003683114052023010900000000000000+0000000003000000000000000000000000000000000000000SASWITCH FEE                                                0000000000000000000000101100000000000001202049486900000000 0510951600014201027f9847ef-080a-440a-8b46-2b69364affbe                                    6412b9e9-2277-505a-ba7b-73b0abe59f2b20230107110847271503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        1420102041IB000000000000000391                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371630917                                                                                                                                   
NUTF0011PPPFEE  072200000901000000096916123CAMS00   000000000000000000000000000009000000900072250000003683263012023010900000000000000+0000000002609000000000000000000000000000000000000SASWITCH FEE                                      13716309170000000000000000000000101100000000000001202049486900000000 051095160001420102b231ad5c-ae0f-4158-840b-10bf13bd9535                                    6412b9e9-2277-505a-ba7b-73b0abe59f2b20230107110847271503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        1420102041IB000000000000000000                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371630917                                                                                                                                   
NUTF0011PPPFEE  072200000901000000097916123CAMS00   000000000000000000000000000009000000900017400000003683263012023010900000000000000+0000000000391000000000000000000000000000000000000SASWITCH FEE                                      13716309170000000000000000000000101100000000000001202049486900000000 051095160001420102476bc0a0-98eb-428f-89c7-5006713524c0                                    6412b9e9-2277-505a-ba7b-73b0abe59f2b20230107110847271503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        1420102041IB000000000000000000                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371630917                                                                                                                                   
NUTF0011PPPFEE  05900000BB0900000009812092 ATM      000000000000000000000000000001000000137162879300000590114052023010900000000000000+0000000020000000000000000000000000000000000000000CHARGE_NARRATIVE_EN                                         0000000000000000000000000000000000000012302000000001840740 0032509000014190000e02ae10-7bc7-4dc6-9f4b-710b286fafa5                                    4f3e5439-1fc3-519f-a887-f263f3b276f220230107110847291503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        1419000017IB000000000000002609                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371628793                                                                                                                                   
NUTF0011PPPFEE  05900000BB0900000009912092 ATM      000000000000000000000000000009000000900061200000000590263012023010900000000000000+0000000017391000000000000000000000000000000000000Electronic Transfer At Teller                     13716287930000000000000000000000000000000000000012302000000001840740 0032509000014190005e9220b9-caae-48c4-af44-70c1797b7a4e                                    4f3e5439-1fc3-519f-a887-f263f3b276f220230107110847291503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        1419000017IB000000000000000000                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371628793                                                                                                                                   
NUTF0011PPPFEE  05900000BB0900000010012092 ATM      000000000000000000000000000009000000900017400000000590263012023010900000000000000+0000000002609000000000000000000000000000000000000Electronic Transfer At Teller                     13716287930000000000000000000000000000000000000012302000000001840740 00325090000141900031026b53-0208-424a-869b-321684ae515a                                    4f3e5439-1fc3-519f-a887-f263f3b276f220230107110847291503-TO-1512                        000000000009500090ZAR                                                                B000000B       1512-TO-1503                        1419000017IB000000000000000000                                                                                                                                                                                                                                                  0000000000000000                                                                                                                                                                                                                            0000000000000001371628793                                                                                                                                   
